Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Day_of_Month,Month
31,15.4,38.6,0.0,11.6,13.2,11,50.0,2,11,11.0,19.0,33.0,28.0,1012.5,1007.2,0.0,1.0,29.2,33.6,0,0,19,12.0
44,8.9,23.6,0.8,4.4,8.3,11,44.0,13,13,7.0,11.0,73.0,43.0,1019.1,1015.3,7.0,2.0,13.2,21.4,0,0,29,10.0
0,9.0,19.6,0.0,4.32,5.3,13,26.0,3,15,7.0,17.0,66.0,43.0,1023.5,1019.1,2.0,3.4,13.8,19.0,0,0,19,4.0
48,8.4,20.1,0.0,4.6,9.8,8,30.0,10,11,13.0,20.0,75.0,30.0,1022.7,1019.3,1.0,1.0,13.9,19.2,0,0,13,5.0
43,13.7,20.7,0.0,5.04,3.8,9,39.0,0,9,19.0,30.0,79.0,72.0,1017.5,1014.4,5.4,7.2,17.5,18.5,0,0,30,9.0
41,22.3,36.1,0.0,7.76,11.6,0,37.0,10,0,19.0,26.0,50.0,26.0,1007.3,1005.0,1.0,1.8,27.9,35.0,0,0,1,1.0
10,23.8,39.7,0.0,10.8,12.5,0,30.0,14,5,13.0,11.0,41.0,18.0,1016.8,1013.5,1.0,2.0,30.7,37.7,0,0,10,1.0
16,24.1,26.919999999999998,6.8,5.4799999999999995,7.540000000000001,10,35.0,4,2,4.0,13.0,72.0,65.6,1012.7,1007.2,3.0,4.8,28.8,29.3,1,0,8,11.0
1,17.5,23.0,0.0,6.0,11.4,13,39.4,4,1,11.0,28.0,61.0,60.0,1023.2,1022.0,5.0,1.0,21.6,22.0,0,0,20,2.0
42,18.2,33.8,0.0,11.0,10.8,1,52.0,1,4,17.0,20.0,53.0,29.0,1013.4,1010.9,1.0,5.0,24.7,33.3,0,0,21,1.0
36,5.1,22.6,0.0,4.4399999999999995,6.760000000000001,14,43.0,6,6,17.0,19.0,68.0,39.0,1022.28,1019.0599999999998,4.6,5.8,14.9,21.9,0,1,25,7.0
2,2.6,12.2,0.0,1.16,3.44,15,13.0,9,12,6.0,9.0,79.0,71.0,1014.8,1011.0,5.2,8.0,8.4,11.9,0,0,24,8.0
0,18.3,36.1,0.0,8.96,12.32,15,31.0,0,13,11.0,11.0,33.0,15.0,1012.9,1009.2,2.4,4.0,24.5,34.2,0,0,30,1.0
41,13.9,29.0,0.0,3.8800000000000003,6.06,0,24.0,9,1,11.0,13.0,40.0,20.0,1020.6,1017.4,3.4,3.2,19.7,28.1,0,0,18,5.0
38,10.2,16.8,0.0,5.2,9.8,13,48.0,13,12,28.0,24.0,49.0,34.0,1015.6,1017.2,1.0,2.0,12.1,16.1,0,0,15,7.0
4,3.3,21.2,0.0,3.3200000000000003,7.32,6,20.0,7,4,4.0,7.0,69.0,31.0,1018.2,1013.5,1.6,2.0,12.0,20.6,0,0,11,8.0
21,15.3,30.5,0.0,8.0,11.1,5,39.0,5,3,26.0,24.0,46.0,20.0,1020.7,1016.3,1.0,1.0,22.4,30.0,0,0,16,9.0
35,2.7,15.9,0.0,1.6,8.1,14,28.0,14,13,17.0,6.0,92.0,61.0,1027.4,1025.9,3.0,2.0,6.0,14.8,0,0,29,6.0
15,13.9,24.2,0.0,3.4,3.9,6,46.0,3,6,6.0,26.0,47.0,30.0,1015.5,1009.5,7.0,7.0,18.1,24.1,0,0,27,4.0
16,23.2,40.5,0.0,8.0,9.66,9,30.0,14,4,11.0,17.0,65.0,59.4,1011.4,1006.6,0.0,3.4,32.0,36.18,0,0,18,11.0
2,9.1,16.1,2.0,3.4400000000000004,5.02,7,72.0,4,4,11.0,19.0,78.0,73.0,1007.6,1001.0,8.0,8.0,13.5,15.3,1,1,30,6.0
8,23.7,31.2,0.0,6.4,12.3,5,33.0,6,3,9.0,15.0,59.0,60.0,1009.7,1007.0,4.0,3.0,29.3,29.7,0,0,11,1.0
7,14.8,25.0,0.0,3.6,9.6,4,15.0,12,1,6.0,6.0,72.0,57.0,1021.6,1017.9,1.0,1.0,19.5,23.3,0,0,26,5.0
45,11.5,16.8,20.2,0.8,0.8,11,39.0,13,12,19.0,20.0,99.0,75.0,1017.3,1016.6,7.0,7.0,12.6,16.8,1,1,18,5.0
48,15.2,24.8,0.0,7.2,2.8,11,41.0,8,11,26.0,24.0,60.0,32.0,1014.9,1012.2,1.0,1.0,18.6,24.0,0,0,15,4.0
38,13.8,17.5,0.0,3.2,2.0,11,33.0,13,8,9.0,17.0,67.0,74.0,1033.6,1030.8,6.0,5.0,15.9,16.6,0,0,31,5.0
31,19.7,31.2,0.0,7.8,10.9,11,30.0,3,11,0.0,19.0,75.0,49.0,1014.7,1013.3,1.0,1.0,24.3,28.4,0,0,23,3.0
37,13.26,26.640000000000004,0.0,10.0,8.400000000000002,13,46.4,4,4,7.0,37.0,63.2,69.0,1010.36,1009.9,2.0,8.0,23.84,25.5,0,0,24,12.0
1,17.8,25.8,0.0,8.0,1.7,13,41.4,4,15,11.0,31.0,78.0,75.0,1003.9,1002.8,5.0,8.0,20.4,22.1,0,0,24,2.0
23,3.0,10.1,0.0,2.98,7.4,11,43.0,11,12,15.0,17.0,35.0,45.0,1022.3800000000001,1021.1599999999999,2.8,3.6,6.2,8.2,0,0,26,5.0
7,17.2,25.2,2.4,4.4,6.5,2,28.0,12,2,4.0,7.0,78.0,72.0,1025.8,1022.3,3.0,2.0,22.3,23.6,1,1,14,4.0
35,9.6,23.5,0.8,2.2,8.3,15,54.0,4,6,6.0,19.0,77.0,37.0,1009.0,1005.2,6.0,4.0,17.6,23.0,0,0,23,4.0
31,14.1,23.6,0.0,7.0,5.3,12,28.0,12,15,11.0,13.0,74.0,66.0,1014.2,1014.4,7.0,7.0,21.3,22.0,0,0,22,10.0
6,9.7,25.9,0.0,5.359999999999999,10.22,0,41.0,5,4,17.0,15.0,38.0,24.0,1018.3,1014.2,1.0,3.0,16.8,24.1,0,0,6,12.0
28,2.1,15.2,0.0,1.2,9.3,14,48.0,4,14,7.0,28.0,61.0,44.0,1023.2,1018.0,0.0,1.0,9.1,14.7,0,0,3,7.0
31,19.8,29.8,0.0,9.0,11.4,11,39.0,9,12,9.0,17.0,57.0,45.0,1014.1,1011.8,0.0,0.0,23.0,29.1,0,0,3,3.0
42,5.4,12.4,0.0,2.4,5.76,13,37.0,15,13,15.0,15.0,76.0,51.0,1021.2,1021.6,1.0,6.4,8.9,11.7,0,0,11,8.0
10,6.1,22.0,0.0,5.6,11.9,9,30.0,0,2,17.0,9.0,34.0,16.0,1024.2,1021.6,0.0,1.0,13.6,21.1,0,0,9,10.0
3,5.2,20.8,0.0,7.4,8.360000000000001,0,41.0,0,1,17.0,19.0,45.0,17.0,1025.1,1021.1,0.0,2.0,12.9,19.8,0,0,11,8.0
5,5.8,10.1,4.0,2.7199999999999998,4.660000000000001,15,46.0,15,15,19.0,26.0,97.0,94.0,1018.3,1017.7,7.0,7.0,8.5,9.0,1,1,4,7.0
7,13.9,22.4,14.6,0.8,7.4,12,24.0,15,11,6.0,6.0,83.0,63.0,1021.0,1017.1,4.0,5.0,17.8,22.0,1,1,12,6.0
47,14.4,23.4,4.6,6.959999999999999,6.68,8,72.0,15,13,15.0,20.0,46.0,33.0,1015.9,1013.5,1.0,3.6,17.9,23.0,1,1,9,4.0
10,24.9,41.2,0.0,14.8,13.0,11,43.0,3,6,17.0,11.0,25.0,15.0,1012.9,1010.1,1.0,3.0,31.5,38.1,0,0,14,1.0
30,5.3,18.8,0.0,2.0,6.6,2,15.0,3,6,0.0,6.0,89.0,45.0,1022.54,1019.9799999999999,2.6,3.0,10.5,18.2,0,0,8,8.0
7,17.2,29.1,0.0,5.0,9.6,1,15.0,12,13,7.0,4.0,69.0,46.0,1019.3,1014.5,3.0,7.0,22.2,28.7,0,0,26,4.0
3,13.2,35.5,0.0,12.0,12.8,0,41.0,0,15,24.0,11.0,17.0,13.0,1014.4,1009.9,0.0,1.0,25.8,32.6,0,0,12,2.0
28,6.7,24.5,0.0,6.5,12.5,9,46.0,1,4,17.0,9.0,55.0,38.0,1024.2,1020.1,0.0,3.0,12.5,22.9,0,0,27,10.0
46,8.7,25.6,0.0,6.0,11.36,12,33.0,15,15,6.0,20.0,52.0,49.0,1014.7,1013.3,1.2,2.2,22.2,23.3,0,0,15,12.0
33,1.3,13.4,0.4,1.2,9.1,6,39.0,3,6,9.0,20.0,87.0,57.0,1027.5,1024.7,4.0,6.0,4.9,13.1,0,0,27,7.0
27,14.0,19.9,7.0,4.8,5.26,12,59.0,15,12,26.0,28.0,72.0,71.0,1008.9,1008.8,8.0,2.0,17.6,18.8,1,1,29,9.0
20,8.6,28.4,0.0,6.4,9.0,5,44.0,5,3,26.0,24.0,20.0,6.0,1019.1,1012.4,1.0,1.0,17.3,27.9,0,1,16,9.0
37,21.2,28.1,0.0,9.2,11.1,13,38.4,0,2,13.0,17.0,71.0,66.0,1016.1,1016.2,1.0,5.0,24.9,26.9,0,0,1,2.0
23,-1.7,0.0,4.0,3.04,4.16,5,28.0,4,5,9.0,6.0,68.4,70.6,1018.68,1015.0,6.8,7.8,-0.8,14.52,1,1,27,6.0
4,9.92,15.0,6.840000000000001,3.8,7.659999999999999,13,42.4,3,9,11.4,11.8,79.6,51.8,1019.72,1018.4200000000001,6.2,3.8,17.979999999999997,19.080000000000002,0,0,12,6.0
2,2.3,13.9,5.6,2.0,6.859999999999999,10,35.0,14,13,7.0,15.0,94.0,56.0,1020.9,1019.2,5.6,6.2,6.7,13.8,1,0,6,7.0
12,12.2,34.8,0.0,8.0,10.4,9,37.0,0,13,15.0,15.0,70.0,28.0,1012.5,1009.4,0.6,3.0,17.3,32.8,0,0,15,11.0
47,18.0,23.5,0.0,3.96,4.5200000000000005,4,54.0,4,4,20.0,39.0,86.0,89.0,1016.6,1013.7,7.6,8.0,21.3,21.1,0,0,29,11.0
17,7.4,15.2,0.0,0.9200000000000002,3.72,7,19.0,3,7,0.0,9.0,95.0,84.0,1020.0,1017.7,2.6,6.2,9.8,13.9,0,0,3,5.0
12,5.6,16.1,7.0,2.8400000000000007,7.140000000000001,14,33.0,14,7,11.0,17.0,72.0,60.0,1013.1,1011.7,5.2,6.6,11.4,14.8,1,0,27,9.0
38,7.3,18.2,0.0,2.0,9.3,6,24.0,7,2,13.0,11.0,72.0,54.0,1032.7,1028.9,1.0,1.0,11.9,17.4,0,0,15,6.0
40,10.5,14.8,0.0,2.08,4.66,14,44.0,7,14,19.0,20.0,80.0,64.0,1018.2,1015.4,6.6,6.6,11.9,14.3,0,0,30,7.0
36,3.9,24.5,0.0,6.959999999999999,6.68,1,37.0,1,2,24.0,13.0,57.0,28.0,1019.76,1017.22,5.0,2.8,16.4,23.9,0,0,26,3.0
16,21.0,36.1,0.0,8.0,10.02,2,39.0,0,9,15.0,22.0,52.0,42.2,1017.3,1012.2,0.0,2.4,26.5,30.439999999999998,0,0,6,9.0
30,15.3,24.3,0.0,6.08,8.84,2,24.0,12,5,2.0,4.0,64.0,47.0,1021.82,1018.46,2.8,3.4,18.5,23.6,0,0,15,12.0
20,17.6,18.9,2.4,3.0,0.0,10,44.0,9,9,17.0,22.0,89.0,97.0,1012.4,1008.4,8.0,8.0,17.6,18.0,1,1,29,2.0
38,20.8,27.8,0.0,11.0,10.6,11,44.0,8,9,24.0,24.0,81.0,63.0,1015.3,1012.7,6.0,3.0,22.4,26.6,0,0,1,2.0
23,0.1,6.2,0.0,5.279999999999999,8.1,15,35.0,15,12,17.0,13.0,19.0,39.0,1016.2400000000001,1016.46,3.8,5.4,2.7,4.7,0,0,26,7.0
32,10.5,16.2,4.2,1.0,7.0,15,96.0,15,15,44.0,56.0,63.0,70.0,1004.4,1006.8,4.0,3.0,15.0,11.9,1,1,1,10.0
27,18.3,25.5,0.8,2.8,10.4,4,24.0,6,6,7.0,11.0,73.0,62.0,1011.4,1011.1,1.0,1.0,22.8,25.1,0,0,22,3.0
40,8.3,28.9,0.0,5.88,10.499999999999998,7,35.0,9,14,4.0,19.0,53.0,26.0,1016.9,1014.3,1.4,3.0,19.6,28.5,0,0,15,11.0
30,7.2,19.6,0.0,2.3199999999999994,8.4,6,17.0,12,5,4.0,7.0,89.0,48.0,1027.2800000000002,1024.32,1.0,1.0,10.6,18.7,0,0,27,5.0
35,1.8,13.1,1.0,1.48,2.5799999999999996,14,26.0,7,7,19.0,13.0,90.0,69.0,1027.5,1026.4,6.2,6.0,5.1,12.0,0,0,20,6.0
18,11.3,16.6,0.4,1.6,6.6,3,44.0,3,7,19.0,19.0,68.0,45.0,1012.0,1010.6,7.0,5.0,12.0,15.7,0,0,15,6.0
36,13.8,16.2,15.4,6.959999999999999,6.68,10,50.0,8,10,26.0,28.0,92.0,88.0,1017.4400000000002,1015.9,8.0,7.0,14.6,15.5,1,1,8,2.0
0,12.9,16.7,0.0,11.84,0.4,4,54.0,4,5,17.0,24.0,42.0,56.0,1014.6,1010.2,2.8,3.2,14.9,13.9,0,1,23,5.0
37,11.1,23.9,0.0,5.6,12.2,5,50.0,13,4,11.0,26.0,57.0,36.0,1023.1,1017.5,0.0,0.0,15.9,23.0,0,0,15,10.0
17,3.1,12.6,0.0,4.2,3.9,0,17.0,1,10,7.0,7.0,79.0,68.0,1035.7,1033.7,6.2,6.2,6.9,12.2,0,0,1,6.0
42,8.0,29.1,0.0,10.0,13.8,13,44.0,7,13,6.0,20.0,33.0,18.0,1019.3,1015.7,1.0,1.0,18.5,27.1,0,0,12,12.0
8,18.3,27.5,0.0,4.6,5.2,10,48.0,8,10,15.0,24.0,69.0,59.0,1017.6,1015.3,6.0,6.0,22.6,26.0,0,0,14,7.0
13,20.9,32.3,0.0,7.2,10.9,6,31.0,15,7,11.0,24.0,65.0,52.0,1013.3,1009.8,0.0,1.0,26.8,30.9,0,0,20,8.0
3,2.9,14.8,0.0,7.6,10.0,10,43.0,8,10,20.0,19.0,60.0,22.0,1024.3,1022.6,1.0,0.0,7.8,14.3,0,0,22,6.0
2,17.5,36.9,0.0,7.0,12.260000000000002,14,39.0,9,13,7.0,17.0,64.0,14.0,1013.8,1011.2,1.6,2.6,23.6,35.7,0,0,28,1.0
11,10.2,20.8,0.0,4.0,10.9,5,39.0,7,4,6.0,28.0,67.0,60.0,1029.3,1025.3,4.0,1.0,17.6,19.5,0,0,5,9.0
41,6.2,20.4,0.0,2.96,8.26,1,31.0,2,8,17.0,9.0,76.0,39.0,1022.3,1019.3,5.0,4.2,11.2,19.3,0,0,17,6.0
28,11.0,24.2,2.0,5.0,12.4,10,43.0,10,8,19.0,22.0,59.0,27.0,1017.6,1016.9,5.0,0.0,16.0,23.1,1,0,5,2.0
35,11.0,19.3,17.8,11.8,1.4,8,48.0,7,15,6.0,17.0,93.0,81.0,1000.9,1002.0,8.0,7.0,14.4,17.1,1,1,29,11.0
0,7.3,15.2,0.4,0.6,4.720000000000001,10,35.0,2,2,9.0,11.0,60.0,43.0,1036.4,1034.4,1.8,1.6,11.4,13.8,0,0,5,7.0
2,13.5,31.0,0.0,6.88,9.98,7,30.0,3,12,19.0,13.0,57.0,28.0,1015.6,1012.8,1.8,1.4,21.9,29.6,0,0,29,12.0
31,19.5,23.8,4.6,5.0,5.6,12,44.0,6,12,7.0,20.0,93.0,51.0,1007.2,1009.5,7.0,5.0,21.1,22.6,1,0,18,3.0
47,19.4,22.3,15.2,6.959999999999999,6.68,1,41.0,5,9,26.0,0.0,95.0,92.0,1024.1,1022.5,8.0,8.0,19.7,20.1,1,1,2,4.0
3,6.0,28.6,0.0,7.0,11.2,9,31.0,0,2,2.0,11.0,22.0,9.0,1022.8,1018.6,0.0,1.0,19.1,27.9,0,0,29,8.0
29,8.9,28.0,0.0,6.640000000000001,12.4,12,37.0,11,12,9.0,28.0,58.0,36.0,1019.6,1017.4,0.0,0.0,18.6,26.1,0,0,25,10.0
6,12.7,21.8,10.0,3.4,7.82,11,44.0,3,12,7.0,20.0,95.0,44.0,1006.1,1004.1,8.0,3.0,14.7,20.3,1,1,18,12.0
24,19.7,33.5,0.0,7.720000000000001,9.940000000000001,13,33.6,3,4,0.0,19.0,54.0,53.0,1016.4399999999999,1013.0999999999998,3.4,5.0,26.2,31.0,0,0,24,12.0
39,12.6,27.2,0.0,5.0,9.9,2,31.0,9,1,7.0,28.0,64.0,64.0,1017.8,1013.6,1.0,5.0,21.4,24.2,0,0,4,7.0
38,20.6,27.9,0.0,5.8,12.3,4,46.0,0,0,24.0,30.0,59.0,52.0,1013.8,1013.6,5.0,2.0,25.4,26.8,0,1,20,1.0
45,19.8,23.9,0.6,8.2,4.4,11,57.0,10,10,20.0,30.0,69.0,55.0,1007.9,1009.0,7.0,7.0,21.2,22.0,0,0,17,11.0
26,20.4,29.1,0.0,8.8,12.919999999999998,3,37.0,3,4,13.0,30.0,78.0,77.0,1011.0,1007.8,5.6,4.8,24.6,24.8,0,0,22,1.0
34,5.7,12.9,3.0,0.4,1.8,12,20.0,3,15,9.0,7.0,98.0,70.0,1017.7,1013.8,8.0,7.0,8.1,12.4,1,1,16,7.0
33,10.6,32.3,0.0,4.4,8.4,7,41.0,3,6,15.0,20.0,65.0,21.0,1015.5,1012.1,3.0,4.0,15.2,29.7,0,0,13,3.0
29,13.7,41.8,0.0,5.84,11.3,15,39.0,0,12,2.0,30.0,13.0,15.0,1008.4,1005.2,1.0,1.0,32.1,36.6,0,0,12,3.0
19,16.6,34.6,0.0,12.8,13.3,3,67.0,3,10,44.0,24.0,39.0,17.0,1015.6,1012.9,1.0,2.0,24.1,33.9,0,0,24,1.0
0,10.4,15.8,1.4,2.8,4.76,6,44.0,6,7,19.0,20.0,64.0,66.0,1005.5,1003.8,2.0,5.8,11.7,15.1,1,1,11,7.0
31,13.0,21.4,0.0,8.4,8.1,15,37.0,10,12,13.0,20.0,58.0,44.0,1011.4,1010.5,7.0,1.0,17.1,19.7,0,0,9,11.0
38,6.8,15.2,0.0,2.4,10.3,13,55.6,13,8,28.0,26.0,52.0,48.0,1020.5,1019.3,1.0,1.0,11.4,14.6,0,0,6,8.0
3,14.8,38.9,0.0,11.4,11.0,14,63.0,3,14,20.0,43.0,24.0,7.0,1009.8,1004.3,2.0,3.8,29.2,38.0,0,0,13,10.0
1,17.0,22.1,0.0,7.8,2.2,13,34.2,3,3,9.0,19.0,74.0,74.0,1017.1,1015.9,7.0,8.0,18.5,18.5,0,0,4,1.0
40,16.0,28.8,4.8,7.839999999999999,12.8,5,31.0,7,3,2.0,13.0,76.0,42.0,1007.3,1003.0,3.6,4.4,19.8,28.0,1,0,28,1.0
39,24.3,31.7,0.0,12.0,9.6,1,50.0,2,1,22.0,35.0,60.0,54.0,1016.1,1013.9,6.0,2.0,28.4,30.5,0,1,16,12.0
18,15.3,21.6,0.0,6.0,9.7,8,46.0,8,10,19.0,30.0,60.0,48.0,1016.3,1016.4,6.0,3.4,17.0,20.2,0,0,2,1.0
9,0.6,14.5,0.0,4.56,7.8,12,30.0,6,11,4.0,9.0,99.0,41.0,1022.4,1020.7,9.0,1.8,4.4,14.2,0,0,27,5.0
15,3.3,12.2,0.0,1.2,6.2,6,31.0,6,6,20.0,11.0,92.0,66.0,1026.0,1022.8,5.8,4.8,4.4,11.2,0,0,24,7.0
45,7.6,15.4,0.2,6.2,9.3,14,67.0,14,14,43.0,37.0,56.0,39.0,1012.5,1011.4,2.0,3.0,10.5,14.8,0,0,22,6.0
7,12.3,20.8,6.4,1.8,4.9,10,37.0,12,10,4.0,13.0,82.0,53.0,1031.1,1027.6,5.0,4.0,15.3,19.5,1,0,30,6.0
43,12.3,17.1,2.4,2.4,1.58,13,50.0,3,9,22.0,15.0,84.2,60.4,1010.3,1012.8,4.4,7.0,14.3,15.5,1,1,17,5.0
28,0.6,19.2,0.0,1.2,9.7,13,22.0,5,13,6.0,9.0,70.0,37.0,1022.9,1020.0,3.0,4.0,9.7,18.4,0,0,18,5.0
4,0.9,18.1,0.0,2.06,9.58,12,35.0,5,15,9.0,20.0,81.0,44.0,1022.6,1020.6,3.6,3.2,7.7,17.3,0,0,28,7.0
0,5.5,20.2,0.0,3.3600000000000003,7.44,3,26.0,4,14,7.0,7.0,58.0,38.0,1034.1,1029.2,1.8,2.6,13.3,19.6,0,0,10,9.0
3,17.7,38.2,0.2,5.4,10.6,3,39.0,2,0,19.0,13.0,28.0,19.0,1012.9,1008.2,3.0,4.0,30.0,35.8,0,0,14,11.0
13,24.9,34.5,0.0,8.0,11.3,1,37.0,0,0,20.0,17.0,66.0,40.0,1012.1,1008.6,1.0,1.0,29.2,33.8,0,0,19,4.0
23,2.9,8.4,0.0,5.96,6.26,3,24.0,13,14,7.0,6.0,71.0,85.0,1022.78,1020.0200000000001,3.2,7.4,6.3,6.2,0,0,12,5.0
45,8.3,19.8,1.0,3.2,3.9,14,28.0,14,12,19.0,6.0,73.0,77.0,1020.6,1018.4,2.0,6.0,12.9,18.0,0,1,16,5.0
45,15.1,26.3,0.0,6.76,6.12,9,50.0,9,2,17.0,35.0,73.0,70.0,1016.3,1015.6,4.0,8.0,23.0,23.4,0,0,27,11.0
13,16.0,28.9,0.0,10.0,11.2,2,50.0,9,10,22.0,24.0,19.0,8.0,1018.5,1013.7,0.0,0.0,19.3,27.7,0,0,12,8.0
9,9.2,21.5,4.0,6.959999999999999,6.68,1,31.0,12,1,2.0,20.0,81.0,50.0,1032.1,1028.4,4.8,1.8,14.6,20.5,1,0,19,4.0
22,5.4,15.7,0.2,8.0,3.44,13,57.0,15,12,22.0,33.0,88.0,56.0,1019.7,1022.9,8.0,6.0,13.2,13.5,0,0,6,5.0
33,7.5,14.7,0.8,1.4,6.340000000000001,10,28.0,10,9,7.0,15.0,88.0,79.0,1034.3,1032.7,2.0,8.0,11.0,12.9,0,0,8,5.0
35,4.0,16.4,3.6,0.4,5.9,2,28.0,0,2,11.0,17.0,94.0,52.0,1021.3,1021.2,7.0,2.0,11.7,15.6,1,0,23,5.0
20,4.6,14.2,0.0,1.8,0.9,15,33.0,15,12,17.0,15.0,99.0,77.0,1009.8,1008.2,7.2,6.0,7.2,13.4,0,0,20,6.0
17,3.7,17.0,0.0,4.4,6.839999999999999,7,19.0,3,7,0.0,9.0,76.0,63.0,1024.48,1023.5599999999998,2.0,7.0,8.4,15.7,0,0,15,4.0
14,16.4,26.0,0.0,5.4399999999999995,9.4,10,48.0,8,10,19.0,30.0,58.0,57.0,1020.3,1017.2,2.2,3.4,21.1,24.0,0,0,9,5.0
0,11.9,29.1,0.0,5.8,7.239999999999999,15,26.0,4,15,7.0,11.0,36.0,25.0,1022.1,1019.3,1.8,4.2,22.1,27.6,0,0,15,4.0
11,15.7,24.7,28.0,5.720000000000001,8.559999999999999,0,39.0,12,1,13.0,26.0,62.0,80.0,1012.6,1008.0,1.0,8.0,21.1,22.2,1,1,1,11.0
20,5.1,18.2,0.0,0.8,8.2,13,56.0,6,14,9.0,24.0,58.0,34.0,1018.7,1016.3,0.0,4.0,8.4,17.0,0,0,4,7.0
41,10.4,35.5,0.0,6.4,9.12,7,44.0,11,6,17.0,28.0,16.0,7.0,1011.8,1008.0,1.4,2.6,24.7,34.0,0,0,24,9.0
29,17.9,33.3,0.0,7.280000000000001,11.9,0,48.0,4,0,20.0,17.0,48.0,26.0,1023.3,1018.8,0.0,0.0,23.8,31.9,0,0,5,3.0
0,13.2,21.9,1.6,6.24,7.4,14,37.0,6,14,9.0,20.0,88.0,58.0,1024.9,1023.3,6.6,4.0,16.1,21.4,1,0,25,4.0
12,17.9,27.419999999999998,0.76,7.2,13.4,13,38.4,3,9,17.4,17.6,70.4,47.8,1008.68,1013.82,5.4,3.0,22.240000000000002,33.12,0,0,19,1.0
20,10.8,21.5,0.0,7.2,10.1,12,50.0,12,12,26.0,20.0,58.0,30.0,1016.0,1014.0,3.0,6.0,13.5,19.3,0,0,16,9.0
20,2.9,22.2,0.0,4.0,7.7,8,31.0,4,12,17.0,7.0,50.0,26.0,1020.1,1016.5,0.0,6.0,14.4,21.1,0,1,16,9.0
44,12.0,22.7,0.0,4.0,7.3,10,28.0,13,11,13.0,11.0,67.0,51.0,1023.8,1022.0,7.0,6.0,14.9,21.2,0,0,23,3.0
29,10.2,23.8,0.0,5.88,10.0,14,50.0,12,13,19.0,31.0,45.0,48.0,1009.9,1007.4,5.0,7.0,21.2,21.7,0,1,17,11.0
32,9.9,33.7,0.0,9.0,12.6,12,39.0,1,12,9.0,26.0,30.0,13.0,1016.3,1012.3,1.0,1.0,26.7,32.9,0,0,23,12.0
37,8.1,17.3,0.2,3.0,8.7,8,39.0,14,8,19.0,20.0,70.0,59.0,1027.1,1026.8,3.2,4.0,10.4,16.3,0,0,27,7.0
44,11.0,19.5,1.4,1.8,6.1,13,28.0,11,11,7.0,13.0,69.0,61.0,1028.1,1025.3,7.0,4.0,14.8,18.6,1,0,8,4.0
6,10.7,21.5,0.0,4.0,8.48,14,43.0,13,13,24.0,20.0,61.0,34.0,1005.9,1006.6,2.0,6.0,14.3,20.3,0,0,12,12.0
47,17.2,24.2,17.8,6.8,11.66,5,44.0,1,4,20.0,30.0,73.0,73.0,1023.2,1022.5,1.0,1.0,23.0,23.3,1,1,16,1.0
48,17.7,35.7,0.0,9.9,9.0,6,31.0,9,6,17.0,11.0,44.0,16.0,1017.4,1013.8,0.0,3.0,21.7,34.5,0,0,8,3.0
8,19.4,32.2,0.0,5.4,10.7,9,33.0,7,0,2.0,24.0,71.0,49.0,1012.7,1009.4,1.0,1.0,26.6,30.9,0,0,4,4.0
46,5.5,18.7,0.0,3.5599999999999996,8.26,14,28.0,7,11,9.0,19.0,55.8,45.4,1019.6,1018.7,3.4,4.8,15.2,16.7,0,1,19,8.0
2,8.2,11.7,0.2,0.52,4.220000000000001,0,19.0,3,1,0.0,13.0,97.0,70.0,1021.1,1016.0,8.0,8.0,9.0,11.6,0,0,4,7.0
29,15.8,27.0,0.0,5.840000000000001,11.1,2,54.0,0,2,33.0,28.0,42.0,28.0,1023.3,1017.9,1.0,2.4,19.5,26.4,0,0,23,3.0
12,2.5,17.3,0.0,2.0,9.5,0,31.0,3,2,0.0,17.0,100.0,51.0,1026.5,1022.4,6.0,5.2,7.8,16.4,0,0,27,4.0
42,13.2,30.6,0.0,8.8,10.7,1,48.0,0,3,24.0,19.0,57.0,34.0,1021.7,1017.3,1.0,2.0,19.2,28.7,0,0,22,3.0
6,-1.8,12.8,0.0,1.0,6.5,10,22.0,10,11,7.0,4.0,90.0,49.0,1025.7,1024.3,0.0,0.0,4.0,11.9,0,0,7,7.0
47,22.4,26.0,0.2,6.720000000000001,12.419999999999998,11,83.0,3,3,0.0,13.0,75.0,87.0,1007.4,1005.0,7.0,1.0,24.2,23.6,0,1,2,1.0
6,0.9,24.5,0.0,2.3200000000000003,6.12,4,26.0,4,5,9.0,13.0,61.0,30.0,1030.2,1026.5,1.4,0.8,13.7,21.2,0,0,22,9.0
25,8.9,25.4,0.0,6.959999999999999,6.68,8,44.0,8,10,15.0,13.0,80.0,29.0,1017.1,1015.5,4.0,2.4,12.2,22.3,0,0,15,3.0
46,7.8,23.9,0.0,3.96,5.38,7,46.0,3,7,20.0,28.0,50.0,59.0,1010.6,1009.5,2.4,3.4,22.3,19.1,0,1,21,10.0
39,27.5,35.3,0.0,8.2,10.7,1,41.0,2,4,2.0,22.0,70.0,70.0,1001.9,999.7,3.0,4.0,32.3,33.5,0,0,28,1.0
24,15.7,25.2,2.6,6.959999999999999,6.68,13,26.8,3,8,0.0,9.0,73.0,51.0,1019.1600000000001,1016.1200000000001,1.0,3.0,20.2,24.5,1,0,14,3.0
